"Country","Confirmed","Deaths","Recovered","Active","Date","Lat","Long"
"Syria",16,2,0,14,2020-04-02,"34.802075","38.996815"
"Taiwan*",339,5,45,289,2020-04-02,"23.69781","120.960515"
"Tanzania",20,1,2,17,2020-04-02,"-6.369028","34.888822"
"Thailand",1875,15,505,1355,2020-04-02,"15.870032","100.992541"
"Timor-Leste",1,0,0,1,2020-04-02,"-8.874217","125.727539"
"Togo",39,2,17,20,2020-04-02,"8.619543","0.824782"
"Trinidad and Tobago",94,5,1,88,2020-04-02,"10.691803","-61.222503"
"Tunisia",455,14,5,436,2020-04-02,"33.886917","9.537499"
"Turkey",18135,356,415,17364,2020-04-02,"38.963745","35.243322"
"Uganda",45,0,0,45,2020-04-02,"1.373333","32.290275"
"Ukraine",897,22,19,856,2020-04-02,"48.379433","31.16558"
"United Arab Emirates",1024,8,96,920,2020-04-02,"23.424076","53.847818"
"United Kingdom",34173,2926,192,31055,2020-04-02,"55.378051","-3.435973"
"Uruguay",350,4,62,284,2020-04-02,"-32.522779","-55.765835"
"US",243453,5926,9001,228526,2020-04-02,"37.09024","-95.712891"
"Uzbekistan",205,2,25,178,2020-04-02,"41.377491","64.585262"
"Venezuela",146,5,43,98,2020-04-02,"6.42375","-66.58973"
"Vietnam",233,0,75,158,2020-04-02,"14.058324","108.277199"
"West Bank and Gaza",161,1,18,142,2020-04-02,"31.952162","35.233154"
"Zambia",39,1,0,38,2020-04-02,"-13.133897","27.849332"
"Zimbabwe",9,1,0,8,2020-04-02,"-19.015438","29.154857"
"Afghanistan",237,4,5,228,2020-04-01,"33.93911","67.709953"
"Albania",259,15,67,177,2020-04-01,"41.153332","20.168331"
"Algeria",847,58,61,728,2020-04-01,"28.033886","1.659626"
"Andorra",390,14,10,366,2020-04-01,"42.546245","1.601554"
"Angola",8,2,1,5,2020-04-01,"-11.202692","17.873887"
"Antigua and Barbuda",7,0,0,7,2020-04-01,"17.060816","-61.796428"
"Argentina",1054,28,248,778,2020-04-01,"-38.416097","-63.616672"
"Armenia",571,4,31,536,2020-04-01,"40.069099","45.038189"
"Australia",4862,20,422,4420,2020-04-01,"-25.274398","133.775136"
"Austria",10711,146,1436,9129,2020-04-01,"47.516231","14.550072"
"Azerbaijan",359,5,26,328,2020-04-01,"40.143105","47.576927"
"Bahamas",21,1,1,19,2020-04-01,"25.03428","-77.39628"
"Bahrain",569,4,337,228,2020-04-01,"25.930414","50.637772"
"Bangladesh",54,6,25,23,2020-04-01,"23.684994","90.356331"
"Barbados",34,0,0,34,2020-04-01,"13.193887","-59.543198"
"Belarus",163,2,53,108,2020-04-01,"53.709807","27.953389"
"Belgium",13964,828,2132,11004,2020-04-01,"50.503887","4.469936"
"Belize",3,0,0,3,2020-04-01,"17.189877","-88.49765"
"Benin",13,0,1,12,2020-04-01,"9.30769","2.315834"
"Bhutan",4,0,0,4,2020-04-01,"27.514162","90.433601"
"Bolivia",115,7,1,107,2020-04-01,"-16.290154","-63.588653"
"Bosnia and Herzegovina",459,13,19,427,2020-04-01,"43.915886","17.679076"
"Botswana",4,1,0,3,2020-04-01,"-22.328474","24.684866"
"Brazil",6836,240,127,6469,2020-04-01,"-14.235004","-51.92528"
"Brunei",131,1,52,78,2020-04-01,"4.535277","114.727669"
"Bulgaria",422,10,20,392,2020-04-01,"42.733883","25.48583"
"Burkina Faso",282,16,46,220,2020-04-01,"12.238333","-1.561593"
"Burma",15,1,0,14,2020-04-01,"21.913965","95.956223"
"Burundi",2,0,0,2,2020-04-01,"-3.373056","29.918886"
"Cabo Verde",6,1,0,5,2020-04-01,"16.002082","-24.013197"
"Cambodia",109,0,25,84,2020-04-01,"12.565679","104.990963"
"Cameroon",233,6,10,217,2020-04-01,"7.369722","12.354722"
"Canada",9560,109,1324,8127,2020-04-01,"56.130366","-106.346771"
"Central African Republic",3,0,0,3,2020-04-01,"6.611111","20.939444"
"Chad",7,0,0,7,2020-04-01,"15.454166","18.732207"
"Chile",3031,16,234,2781,2020-04-01,"-35.675147","-71.542969"
"China",82361,3316,76405,2640,2020-04-01,"35.86166","104.195397"
"Colombia",1065,17,39,1009,2020-04-01,"4.570868","-74.297333"
"Congo (Brazzaville)",19,0,0,19,2020-04-01,"-0.228021","15.827659"
"Congo (Kinshasa)",109,9,3,97,2020-04-01,"-4.038333","21.758664"
"Costa Rica",375,2,4,369,2020-04-01,"9.748917","-83.753428"
"Cote d'Ivoire",190,1,9,180,2020-04-01,"7.539989","-5.54708"
"Croatia",963,6,73,884,2020-04-01,"45.1","15.2"
"Cuba",212,6,12,194,2020-04-01,"21.521757","-77.781167"
"Cyprus",320,9,28,283,2020-04-01,"35.126413","33.429859"
"Czechia",3508,39,61,3408,2020-04-01,"49.817492","15.472962"
"Denmark",3290,104,971,2215,2020-04-01,"56.26392","9.501785"
"Diamond Princess",712,11,603,98,2020-04-01,"37.749860","-122.597784"
"Djibouti",33,0,0,33,2020-04-01,"11.825138","42.590275"
"Dominica",12,0,0,12,2020-04-01,"15.414999","-61.370976"
"Dominican Republic",1284,57,9,1218,2020-04-01,"18.735693","-70.162651"
"Ecuador",2748,93,58,2597,2020-04-01,"-1.831239","-78.183406"
"Egypt",779,52,179,548,2020-04-01,"26.820553","30.802498"
"El Salvador",32,1,0,31,2020-04-01,"13.794185","-88.89653"
"Equatorial Guinea",15,0,1,14,2020-04-01,"1.650801","10.267895"
"Eritrea",15,0,0,15,2020-04-01,"15.179384","39.782334"
"Estonia",779,5,33,741,2020-04-01,"58.595272","25.013607"
"Eswatini",9,0,0,9,2020-04-01,"-26.522503","31.465866"
"Ethiopia",29,0,2,27,2020-04-01,"9.145","40.489673"
"Fiji",5,0,0,5,2020-04-01,"-16.578193","179.414413"
"Finland",1446,17,10,1419,2020-04-01,"61.92411","25.748151"
"France",57749,4043,11053,42653,2020-04-01,"46.227638","2.213749"
"Gabon",18,1,0,17,2020-04-01,"-0.803689","11.609444"
"Gambia",4,1,2,1,2020-04-01,"13.443182","-15.310139"
"Georgia",117,0,23,94,2020-04-01,"42.315407","43.356892"
"Germany",77872,920,18700,58252,2020-04-01,"51.165691","10.451526"
"Ghana",195,5,31,159,2020-04-01,"7.946527","-1.023194"
"Greece",1415,50,52,1313,2020-04-01,"39.074208","21.824312"
"Grenada",9,0,0,9,2020-04-01,"12.262776","-61.604171"
"Guatemala",39,1,12,26,2020-04-01,"15.783471","-90.230759"
"Guinea",30,0,0,30,2020-04-01,"9.945587","-9.696645"
"Guinea-Bissau",9,0,0,9,2020-04-01,"11.803749","-15.180413"
"Guyana",19,2,0,17,2020-04-01,"4.860416","-58.93018"
"Haiti",16,0,1,15,2020-04-01,"18.971187","-72.285215"
"Holy See",6,0,0,6,2020-04-01,"41.902916","12.453389"
"Honduras",172,10,3,159,2020-04-01,"15.199999","-86.241905"
"Hungary",525,20,40,465,2020-04-01,"47.162494","19.503304"
"Iceland",1220,2,225,993,2020-04-01,"64.963051","-19.020835"
"India",1998,58,148,1792,2020-04-01,"20.593684","78.96288"
"Indonesia",1677,157,103,1417,2020-04-01,"-0.789275","113.921327"
"Iran",47593,3036,15473,29084,2020-04-01,"32.427908","53.688046"
"Iraq",728,52,182,494,2020-04-01,"33.223191","43.679291"
"Ireland",3447,85,5,3357,2020-04-01,"53.41291","-8.24389"
"Israel",6092,26,241,5825,2020-04-01,"31.046051","34.851612"
"Italy",110574,13155,16847,80572,2020-04-01,"41.87194","12.56738"
"Jamaica",44,3,2,39,2020-04-01,"18.109581","-77.297508"
"Japan",2178,57,472,1649,2020-04-01,"36.204824","138.252924"
"Jordan",278,5,36,237,2020-04-01,"30.585164","36.238414"
"Kazakhstan",380,3,26,351,2020-04-01,"48.019573","66.923684"
"Kenya",81,1,3,77,2020-04-01,"-0.023559","37.906193"
"Korea, South",9887,165,5567,4155,2020-04-01,"35.907757","127.766922"
"Kosovo",125,1,10,114,2020-04-01,"42.602636","20.902977"
"Kuwait",317,0,80,237,2020-04-01,"29.31166","47.481766"
"Kyrgyzstan",111,0,3,108,2020-04-01,"41.20438","74.766098"
"Laos",10,0,0,10,2020-04-01,"19.85627","102.495496"
"Latvia",446,0,1,445,2020-04-01,"56.879635","24.603189"
"Lebanon",479,14,43,422,2020-04-01,"33.854721","35.862285"
"Liberia",6,0,0,6,2020-04-01,"6.428055","-9.429499"
"Libya",10,0,0,10,2020-04-01,"26.3351","17.228331"
"Liechtenstein",68,0,0,68,2020-04-01,"47.166","9.555373"
"Lithuania",581,8,7,566,2020-04-01,"55.169438","23.881275"
"Luxembourg",2319,29,80,2210,2020-04-01,"49.815273","6.129583"
"Madagascar",57,0,0,57,2020-04-01,"-18.766947","46.869107"
"Malaysia",2908,45,645,2218,2020-04-01,"4.210484","101.975766"
"Maldives",19,0,13,6,2020-04-01,"3.202778","73.22068"
"Mali",31,3,0,28,2020-04-01,"17.570692","-3.996166"
"Malta",188,0,2,186,2020-04-01,"35.937496","14.375416"
"Mauritania",6,1,2,3,2020-04-01,"21.00789","-10.940835"
"Mauritius",161,6,0,155,2020-04-01,"-20.348404","57.552152"
"Mexico",1215,29,35,1151,2020-04-01,"23.634501","-102.552784"
"Moldova",423,5,23,395,2020-04-01,"47.411631","28.369885"
"Monaco",55,1,2,52,2020-04-01,"43.750298","7.412841"
"Mongolia",14,0,2,12,2020-04-01,"46.862496","103.846656"
"Montenegro",123,2,0,121,2020-04-01,"42.708678","19.37439"
"Morocco",654,39,29,586,2020-04-01,"31.791702","-7.09262"
"Mozambique",10,0,0,10,2020-04-01,"-18.665695","35.529562"
"MS Zaandam",9,2,0,7,2020-04-01,"52.442039","4.829199"
"Namibia",14,0,2,12,2020-04-01,"-22.95764","18.49041"
"Nepal",5,0,1,4,2020-04-01,"28.394857","84.124008"
"Netherlands",13696,1175,260,12261,2020-04-01,"52.132633","5.291266"
"New Zealand",708,1,83,624,2020-04-01,"-40.900557","174.885971"
"Nicaragua",5,1,0,4,2020-04-01,"12.865416","-85.207229"
"Niger",74,5,0,69,2020-04-01,"17.607789","8.081666"
"Nigeria",174,2,9,163,2020-04-01,"9.081999","8.675277"
"North Macedonia",354,11,17,326,2020-04-01,"41.608635","21.745275"
"Norway",4863,44,13,4806,2020-04-01,"60.472024","8.468946"
"Oman",210,1,34,175,2020-04-01,"21.512583","55.923255"
"Pakistan",2118,27,94,1997,2020-04-01,"30.375321","69.345116"
"Panama",1181,30,9,1142,2020-04-01,"8.537981","-80.782127"
"Papua New Guinea",1,0,0,1,2020-04-01,"-6.314993","143.95555"
"Paraguay",69,3,1,65,2020-04-01,"-23.442503","-58.443832"
"Peru",1323,38,394,891,2020-04-01,"-9.189967","-75.015152"
"Philippines",2311,96,50,2165,2020-04-01,"12.879721","121.774017"
"Poland",2554,43,47,2464,2020-04-01,"51.919438","19.145136"
"Portugal",8251,187,43,8021,2020-04-01,"39.399872","-8.224454"
"Qatar",835,2,71,762,2020-04-01,"25.354826","51.183884"
"Romania",2460,92,252,2116,2020-04-01,"45.943161","24.96676"
"Russia",2777,24,190,2563,2020-04-01,"61.52401","105.318756"
"Rwanda",82,0,0,82,2020-04-01,"-1.940278","29.873888"
"Saint Kitts and Nevis",8,0,0,8,2020-04-01,"17.357822","-62.782998"
"Saint Lucia",13,0,1,12,2020-04-01,"13.909444","-60.978893"
"Saint Vincent and the Grenadines",1,0,1,0,2020-04-01,"12.984305","-61.287228"
"San Marino",236,26,13,197,2020-04-01,"43.94236","12.457777"
"Saudi Arabia",1720,16,264,1440,2020-04-01,"23.885942","45.079162"
"Senegal",190,1,45,144,2020-04-01,"14.497401","-14.452362"
"Serbia",1060,28,0,1032,2020-04-01,"44.016521","21.005859"
"Seychelles",10,0,0,10,2020-04-01,"-4.679574","55.491977"
"Sierra Leone",2,0,0,2,2020-04-01,"8.460555","-11.779889"
"Singapore",1000,3,245,752,2020-04-01,"1.352083","103.819836"
"Slovakia",400,1,3,396,2020-04-01,"48.669026","19.699024"
"Slovenia",841,15,10,816,2020-04-01,"46.151241","14.995463"
"Somalia",5,0,1,4,2020-04-01,"5.152149","46.199616"
"South Africa",1380,5,50,1325,2020-04-01,"-30.559482","22.937506"
"Spain",104118,9387,22647,72084,2020-04-01,"40.463667","-3.74922"
"Sri Lanka",146,3,21,122,2020-04-01,"7.873054","80.771797"
"Sudan",7,2,2,3,2020-04-01,"12.862807","30.217636"
"Suriname",10,0,0,10,2020-04-01,"3.919305","-56.027783"
"Sweden",4947,239,103,4605,2020-04-01,"60.128161","18.643501"
"Switzerland",17768,488,2967,14313,2020-04-01,"46.818188","8.227512"
"Syria",10,2,0,8,2020-04-01,"34.802075","38.996815"
"Taiwan*",329,5,39,285,2020-04-01,"23.69781","120.960515"
"Tanzania",20,1,1,18,2020-04-01,"-6.369028","34.888822"
"Thailand",1771,12,505,1254,2020-04-01,"15.870032","100.992541"
"Timor-Leste",1,0,0,1,2020-04-01,"-8.874217","125.727539"
"Togo",36,2,10,24,2020-04-01,"8.619543","0.824782"
"Trinidad and Tobago",90,5,1,84,2020-04-01,"10.691803","-61.222503"
"Tunisia",423,12,5,406,2020-04-01,"33.886917","9.537499"
"Turkey",15679,277,333,15069,2020-04-01,"38.963745","35.243322"
"Uganda",44,0,0,44,2020-04-01,"1.373333","32.290275"
"Ukraine",794,20,13,761,2020-04-01,"48.379433","31.16558"
"United Arab Emirates",814,8,61,745,2020-04-01,"23.424076","53.847818"
"United Kingdom",29865,2357,179,27329,2020-04-01,"55.378051","-3.435973"
"Uruguay",338,2,41,295,2020-04-01,"-32.522779","-55.765835"
"US",213372,4757,8474,200141,2020-04-01,"37.09024","-95.712891"
"Uzbekistan",181,2,12,167,2020-04-01,"41.377491","64.585262"
"Venezuela",143,3,41,99,2020-04-01,"6.42375","-66.58973"
"Vietnam",218,0,63,155,2020-04-01,"14.058324","108.277199"
"West Bank and Gaza",134,1,18,115,2020-04-01,"31.952162","35.233154"
"Zambia",36,0,0,36,2020-04-01,"-13.133897","27.849332"
"Zimbabwe",8,1,0,7,2020-04-01,"-19.015438","29.154857"
"Afghanistan",174,4,5,165,2020-03-31,"33.93911","67.709953"
"Albania",243,15,52,176,2020-03-31,"41.153332","20.168331"
"Algeria",716,44,46,626,2020-03-31,"28.033886","1.659626"
"Andorra",376,12,10,354,2020-03-31,"42.546245","1.601554"
"Angola",7,2,1,4,2020-03-31,"-11.202692","17.873887"
"Antigua and Barbuda",7,0,0,7,2020-03-31,"17.060816","-61.796428"
"Argentina",1054,27,240,787,2020-03-31,"-38.416097","-63.616672"
"Armenia",532,3,30,499,2020-03-31,"40.069099","45.038189"
"Australia",4559,18,358,4183,2020-03-31,"-25.274398","133.775136"
"Austria",10180,128,1095,8957,2020-03-31,"47.516231","14.550072"
"Azerbaijan",298,5,26,267,2020-03-31,"40.143105","47.576927"
"Bahamas",14,0,1,13,2020-03-31,"25.03428","-77.39628"
"Bahrain",567,4,295,268,2020-03-31,"25.930414","50.637772"
"Bangladesh",51,5,25,21,2020-03-31,"23.684994","90.356331"
"Barbados",34,0,0,34,2020-03-31,"13.193887","-59.543198"
"Belarus",152,1,47,104,2020-03-31,"53.709807","27.953389"
"Belgium",12775,705,1696,10374,2020-03-31,"50.503887","4.469936"
"Belize",3,0,0,3,2020-03-31,"17.189877","-88.49765"
"Benin",9,0,1,8,2020-03-31,"9.30769","2.315834"
"Bhutan",4,0,0,4,2020-03-31,"27.514162","90.433601"
"Bolivia",107,6,0,101,2020-03-31,"-16.290154","-63.588653"
"Bosnia and Herzegovina",420,13,17,390,2020-03-31,"43.915886","17.679076"
"Botswana",4,1,0,3,2020-03-31,"-22.328474","24.684866"
"Brazil",5717,201,127,5389,2020-03-31,"-14.235004","-51.92528"
"Brunei",129,1,45,83,2020-03-31,"4.535277","114.727669"
"Bulgaria",399,8,17,374,2020-03-31,"42.733883","25.48583"
"Burkina Faso",261,14,32,215,2020-03-31,"12.238333","-1.561593"
"Burma",15,1,0,14,2020-03-31,"21.913965","95.956223"
"Burundi",2,0,0,2,2020-03-31,"-3.373056","29.918886"
"Cabo Verde",6,1,0,5,2020-03-31,"16.002082","-24.013197"
"Cambodia",109,0,23,86,2020-03-31,"12.565679","104.990963"
"Cameroon",193,6,5,182,2020-03-31,"7.369722","12.354722"
"Canada",8527,101,1592,6834,2020-03-31,"56.130366","-106.346771"
"Central African Republic",3,0,0,3,2020-03-31,"6.611111","20.939444"
"Chad",7,0,0,7,2020-03-31,"15.454166","18.732207"
"Chile",2738,12,156,2570,2020-03-31,"-35.675147","-71.542969"
"China",82279,3309,76206,2764,2020-03-31,"35.86166","104.195397"
"Colombia",906,16,31,859,2020-03-31,"4.570868","-74.297333"
"Congo (Brazzaville)",19,0,0,19,2020-03-31,"-0.228021","15.827659"
"Congo (Kinshasa)",98,8,2,88,2020-03-31,"-4.038333","21.758664"
"Costa Rica",347,2,4,341,2020-03-31,"9.748917","-83.753428"
"Cote d'Ivoire",179,1,7,171,2020-03-31,"7.539989","-5.54708"
"Croatia",867,6,67,794,2020-03-31,"45.1","15.2"
"Cuba",186,6,8,172,2020-03-31,"21.521757","-77.781167"
"Cyprus",262,8,23,231,2020-03-31,"35.126413","33.429859"
"Czechia",3308,31,45,3232,2020-03-31,"49.817492","15.472962"
"Denmark",3039,90,77,2872,2020-03-31,"56.26392","9.501785"
"Diamond Princess",712,10,603,99,2020-03-31,"37.749860","-122.597784"
"Djibouti",30,0,0,30,2020-03-31,"11.825138","42.590275"
"Dominica",12,0,0,12,2020-03-31,"15.414999","-61.370976"
"Dominican Republic",1109,51,5,1053,2020-03-31,"18.735693","-70.162651"
"Ecuador",2240,75,54,2111,2020-03-31,"-1.831239","-78.183406"
"Egypt",710,46,157,507,2020-03-31,"26.820553","30.802498"
"El Salvador",32,1,0,31,2020-03-31,"13.794185","-88.89653"
"Equatorial Guinea",12,0,1,11,2020-03-31,"1.650801","10.267895"
"Eritrea",15,0,0,15,2020-03-31,"15.179384","39.782334"
"Estonia",745,4,26,715,2020-03-31,"58.595272","25.013607"
"Eswatini",9,0,0,9,2020-03-31,"-26.522503","31.465866"
"Ethiopia",26,0,2,24,2020-03-31,"9.145","40.489673"
"Fiji",5,0,0,5,2020-03-31,"-16.578193","179.414413"
"Finland",1418,17,10,1391,2020-03-31,"61.92411","25.748151"
"France",52827,3532,9513,39782,2020-03-31,"46.227638","2.213749"
"Gabon",16,1,0,15,2020-03-31,"-0.803689","11.609444"
"Gambia",4,1,0,3,2020-03-31,"13.443182","-15.310139"
"Georgia",110,0,21,89,2020-03-31,"42.315407","43.356892"
"Germany",71808,775,16100,54933,2020-03-31,"51.165691","10.451526"
"Ghana",161,5,31,125,2020-03-31,"7.946527","-1.023194"
"Greece",1314,49,52,1213,2020-03-31,"39.074208","21.824312"
"Grenada",9,0,0,9,2020-03-31,"12.262776","-61.604171"
"Guatemala",38,1,12,25,2020-03-31,"15.783471","-90.230759"
"Guinea",22,0,0,22,2020-03-31,"9.945587","-9.696645"
"Guinea-Bissau",8,0,0,8,2020-03-31,"11.803749","-15.180413"
"Guyana",12,2,0,10,2020-03-31,"4.860416","-58.93018"
"Haiti",15,0,1,14,2020-03-31,"18.971187","-72.285215"
"Holy See",6,0,0,6,2020-03-31,"41.902916","12.453389"
"Honduras",141,7,3,131,2020-03-31,"15.199999","-86.241905"
"Hungary",492,16,37,439,2020-03-31,"47.162494","19.503304"
"Iceland",1135,2,198,935,2020-03-31,"64.963051","-19.020835"
"India",1397,35,123,1239,2020-03-31,"20.593684","78.96288"
"Indonesia",1528,136,81,1311,2020-03-31,"-0.789275","113.921327"
"Iran",44605,2898,14656,27051,2020-03-31,"32.427908","53.688046"
"Iraq",694,50,170,474,2020-03-31,"33.223191","43.679291"
"Ireland",3235,71,5,3159,2020-03-31,"53.41291","-8.24389"
"Israel",5358,20,224,5114,2020-03-31,"31.046051","34.851612"
"Italy",105792,12428,15729,77635,2020-03-31,"41.87194","12.56738"
"Jamaica",36,1,2,33,2020-03-31,"18.109581","-77.297508"
"Japan",1953,56,424,1473,2020-03-31,"36.204824","138.252924"
"Jordan",274,5,30,239,2020-03-31,"30.585164","36.238414"
"Kazakhstan",343,2,24,317,2020-03-31,"48.019573","66.923684"
"Kenya",59,1,1,57,2020-03-31,"-0.023559","37.906193"
"Korea, South",9786,162,5408,4216,2020-03-31,"35.907757","127.766922"
"Kosovo",112,1,6,105,2020-03-31,"42.602636","20.902977"
"Kuwait",289,0,73,216,2020-03-31,"29.31166","47.481766"
"Kyrgyzstan",107,0,3,104,2020-03-31,"41.20438","74.766098"
"Laos",9,0,0,9,2020-03-31,"19.85627","102.495496"
"Latvia",398,0,1,397,2020-03-31,"56.879635","24.603189"
"Lebanon",470,12,37,421,2020-03-31,"33.854721","35.862285"
"Liberia",3,0,0,3,2020-03-31,"6.428055","-9.429499"
"Libya",10,0,1,9,2020-03-31,"26.3351","17.228331"
"Liechtenstein",68,0,0,68,2020-03-31,"47.166","9.555373"
"Lithuania",537,8,7,522,2020-03-31,"55.169438","23.881275"
"Luxembourg",2178,23,80,2075,2020-03-31,"49.815273","6.129583"
"Madagascar",57,0,0,57,2020-03-31,"-18.766947","46.869107"
"Malaysia",2766,43,537,2186,2020-03-31,"4.210484","101.975766"
"Maldives",18,0,13,5,2020-03-31,"3.202778","73.22068"
"Mali",28,2,0,26,2020-03-31,"17.570692","-3.996166"
"Malta",169,0,2,167,2020-03-31,"35.937496","14.375416"
"Mauritania",6,1,2,3,2020-03-31,"21.00789","-10.940835"
"Mauritius",143,5,0,138,2020-03-31,"-20.348404","57.552152"
"Mexico",1094,28,35,1031,2020-03-31,"23.634501","-102.552784"
"Moldova",353,4,18,331,2020-03-31,"47.411631","28.369885"
"Monaco",52,1,2,49,2020-03-31,"43.750298","7.412841"
"Mongolia",12,0,2,10,2020-03-31,"46.862496","103.846656"
"Montenegro",109,2,0,107,2020-03-31,"42.708678","19.37439"
"Morocco",617,36,24,557,2020-03-31,"31.791702","-7.09262"
"Mozambique",8,0,0,8,2020-03-31,"-18.665695","35.529562"
"MS Zaandam",2,0,0,2,2020-03-31,"52.442039","4.829199"
"Namibia",11,0,2,9,2020-03-31,"-22.95764","18.49041"
"Nepal",5,0,1,4,2020-03-31,"28.394857","84.124008"
"Netherlands",12667,1040,253,11374,2020-03-31,"52.132633","5.291266"
"New Zealand",647,1,74,572,2020-03-31,"-40.900557","174.885971"
"Nicaragua",5,1,0,4,2020-03-31,"12.865416","-85.207229"
"Niger",27,3,0,24,2020-03-31,"17.607789","8.081666"
"Nigeria",135,2,8,125,2020-03-31,"9.081999","8.675277"
"North Macedonia",329,9,12,308,2020-03-31,"41.608635","21.745275"
"Norway",4641,39,13,4589,2020-03-31,"60.472024","8.468946"
"Oman",192,1,34,157,2020-03-31,"21.512583","55.923255"
"Pakistan",1938,26,76,1836,2020-03-31,"30.375321","69.345116"
"Panama",1181,30,9,1142,2020-03-31,"8.537981","-80.782127"
"Papua New Guinea",1,0,0,1,2020-03-31,"-6.314993","143.95555"
"Paraguay",65,3,1,61,2020-03-31,"-23.442503","-58.443832"
"Peru",1065,30,394,641,2020-03-31,"-9.189967","-75.015152"
"Philippines",2084,88,49,1947,2020-03-31,"12.879721","121.774017"
"Poland",2311,33,7,2271,2020-03-31,"51.919438","19.145136"
"Portugal",7443,160,43,7240,2020-03-31,"39.399872","-8.224454"
"Qatar",781,2,62,717,2020-03-31,"25.354826","51.183884"
"Romania",2245,82,220,1943,2020-03-31,"45.943161","24.96676"
"Russia",2337,17,121,2199,2020-03-31,"61.52401","105.318756"
"Rwanda",75,0,0,75,2020-03-31,"-1.940278","29.873888"
"Saint Kitts and Nevis",8,0,0,8,2020-03-31,"17.357822","-62.782998"
"Saint Lucia",13,0,1,12,2020-03-31,"13.909444","-60.978893"
"Saint Vincent and the Grenadines",1,0,1,0,2020-03-31,"12.984305","-61.287228"
"San Marino",236,26,13,197,2020-03-31,"43.94236","12.457777"
"Saudi Arabia",1563,10,165,1388,2020-03-31,"23.885942","45.079162"
"Senegal",175,0,40,135,2020-03-31,"14.497401","-14.452362"
"Serbia",900,16,0,884,2020-03-31,"44.016521","21.005859"
"Seychelles",10,0,0,10,2020-03-31,"-4.679574","55.491977"
"Sierra Leone",1,0,0,1,2020-03-31,"8.460555","-11.779889"
"Singapore",926,3,240,683,2020-03-31,"1.352083","103.819836"
"Slovakia",363,0,3,360,2020-03-31,"48.669026","19.699024"
"Slovenia",802,15,10,777,2020-03-31,"46.151241","14.995463"
"Somalia",5,0,1,4,2020-03-31,"5.152149","46.199616"
"South Africa",1353,5,31,1317,2020-03-31,"-30.559482","22.937506"
"Spain",95923,8464,19259,68200,2020-03-31,"40.463667","-3.74922"
"Sri Lanka",143,2,17,124,2020-03-31,"7.873054","80.771797"
"Sudan",7,2,1,4,2020-03-31,"12.862807","30.217636"
"Suriname",9,0,0,9,2020-03-31,"3.919305","-56.027783"
"Sweden",4435,180,16,4239,2020-03-31,"60.128161","18.643501"
"Switzerland",16605,433,1823,14349,2020-03-31,"46.818188","8.227512"
"Syria",10,2,0,8,2020-03-31,"34.802075","38.996815"
"Taiwan*",322,5,39,278,2020-03-31,"23.69781","120.960515"
"Tanzania",19,1,1,17,2020-03-31,"-6.369028","34.888822"
"Thailand",1651,10,342,1299,2020-03-31,"15.870032","100.992541"
"Timor-Leste",1,0,0,1,2020-03-31,"-8.874217","125.727539"
"Togo",34,1,10,23,2020-03-31,"8.619543","0.824782"
"Trinidad and Tobago",87,3,1,83,2020-03-31,"10.691803","-61.222503"
"Tunisia",394,10,3,381,2020-03-31,"33.886917","9.537499"
"Turkey",13531,214,243,13074,2020-03-31,"38.963745","35.243322"
"Uganda",44,0,0,44,2020-03-31,"1.373333","32.290275"
"Ukraine",645,17,10,618,2020-03-31,"48.379433","31.16558"
"United Arab Emirates",664,6,61,597,2020-03-31,"23.424076","53.847818"
"United Kingdom",25481,1793,179,23509,2020-03-31,"55.378051","-3.435973"
"Uruguay",338,1,41,296,2020-03-31,"-32.522779","-55.765835"
"US",188172,3873,7024,177275,2020-03-31,"37.09024","-95.712891"
"Uzbekistan",172,2,7,163,2020-03-31,"41.377491","64.585262"
"Venezuela",135,3,39,93,2020-03-31,"6.42375","-66.58973"
"Vietnam",212,0,58,154,2020-03-31,"14.058324","108.277199"
"West Bank and Gaza",119,1,18,100,2020-03-31,"31.952162","35.233154"
"Zambia",35,0,0,35,2020-03-31,"-13.133897","27.849332"
"Zimbabwe",8,1,0,7,2020-03-31,"-19.015438","29.154857"
"Afghanistan",170,4,2,164,2020-03-30,"33.93911","67.709953"
"Albania",223,11,44,168,2020-03-30,"41.153332","20.168331"
"Algeria",584,35,37,512,2020-03-30,"28.033886","1.659626"
"Andorra",370,8,10,352,2020-03-30,"42.546245","1.601554"
"Angola",7,2,0,5,2020-03-30,"-11.202692","17.873887"
"Antigua and Barbuda",7,0,0,7,2020-03-30,"17.060816","-61.796428"
"Argentina",820,23,228,569,2020-03-30,"-38.416097","-63.616672"
"Armenia",482,3,30,449,2020-03-30,"40.069099","45.038189"
"Australia",4361,17,257,4087,2020-03-30,"-25.274398","133.775136"
"Austria",9618,108,636,8874,2020-03-30,"47.516231","14.550072"
"Azerbaijan",273,4,26,243,2020-03-30,"40.143105","47.576927"
"Bahamas",14,0,1,13,2020-03-30,"25.03428","-77.39628"
"Bahrain",515,4,279,232,2020-03-30,"25.930414","50.637772"
"Bangladesh",49,5,19,25,2020-03-30,"23.684994","90.356331"
"Barbados",33,0,0,33,2020-03-30,"13.193887","-59.543198"
"Belarus",152,0,32,120,2020-03-30,"53.709807","27.953389"
"Belgium",11899,513,1527,9859,2020-03-30,"50.503887","4.469936"
"Belize",3,0,0,3,2020-03-30,"17.189877","-88.49765"
